variance of Wavelet,skewness of Wavelet,curtosis of Wavelet,entropy,shap0,shap1,shap2,shap3,label
-1.9389,1.5706,0.045979,-1.122,4.7393875,1.140674,2.4283497,-0.22239771,1
-1.4375,-1.8624,4.026,0.5512699999999999,4.4834085,2.2197804,-0.7456853,0.23566768,1
-3.1875,-7.5756,11.8678,-0.57889,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-4.6765,-5.6636,10.969,-0.33449,6.404824,2.635937,-2.002153,-0.18244582,1
-2.0285,3.8468,-0.63435,-1.175,4.830921,1.1627628,2.586157,-0.22239771,1
0.26637,0.73252,-0.67891,0.03533,2.1980162,1.5035405,3.2225552,-0.038268834,1
-1.7589,-6.4624,8.4773,0.31981,4.6772747,3.457527,-2.1826603,0.1412924,1
-3.5985,-13.6593,17.6052,-2.4927,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-3.3582,-7.2404,11.4419,-0.57113,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-2.3629,-0.10554,1.9336,1.1358,5.3449955,1.1438291,0.27532613,0.2445673,1
-2.1802,3.3791,-1.2256,-2.6621,4.8179674,1.2137977,2.5732033,-0.1011098,1
-0.40951,-0.15521,0.060545,-0.088807,3.1299593,1.5141008,2.641403,-0.015875336,1
-2.2918,-7.257000000000001,7.9597,0.9211,5.0074153,3.4102805,-2.0110052,0.2626752,1
-4.0214,-12.8006,15.6199,-0.95647,6.113534,3.089749,-1.9411975,-0.18244582,1
-3.3884,-8.215,10.3315,0.98187,5.5170116,3.2587223,-1.9329828,0.23688772,1
-2.0046,-0.4945699999999999,1.3330000000000002,1.6543,5.0312777,1.4895113,1.0924944,0.34979534,1
-1.7063,2.7956,-2.378,-2.3491,3.8007083,1.2510381,3.350582,-0.11317617,1
-1.6386,3.3584,-1.7302,-3.5646,4.057454,1.2076728,3.1505249,-0.12649867,1
-0.41645,0.32487,-0.3361699999999999,-0.36036,3.0129604,1.2453932,3.0080655,-0.3884223,1
-1.5877,-6.6072,5.8022,0.31593,4.9308734,3.243512,-1.3966016,0.1735493,1
-2.5961,-9.349,9.7942,-0.28018,5.6975718,3.3710058,-1.9754609,-0.18244582,1
-1.5228,-6.4789,5.7568,0.87325,4.76597,3.2597663,-1.37858,0.3041765,1
-0.53072,-0.097265,-0.21793,1.0426,3.036639,1.5668238,2.8284688,0.43759614,1
-0.49081,2.8452,-3.6436,-3.1004,2.6198428,1.2447898,3.8692572,-0.18599986,1
-6.5773,6.8017,0.85483,-7.5344,7.5828443,-2.2147684,-0.0718648,-0.09604812,1
-2.4621,2.7645,-0.62578,-2.8573,5.050334,1.1901026,2.5429628,-0.07829252,1
-1.3995,-1.9162,2.5154,0.59912,4.64749,2.5105197,0.108181186,0.23566768,1
-2.3221,-9.3304,9.233,-0.79871,5.4027877,3.3822708,-2.007638,-0.20526311,1
-3.73,-12.9723,12.9817,-2.684,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-1.6988,-7.1163,5.7902,0.16723,5.071944,3.2031019,-1.4054084,0.08169529,1
-0.26654,-0.64562,-0.4201399999999999,0.89136,2.2109997,1.8627758,3.0178504,0.51035184,1
0.33325,3.3108,-4.5081,-4.012,0.34371454,1.4314114,5.8771415,-0.23348652,1
-4.2091,4.7283,-0.49126,-5.2159,5.760783,0.33600193,2.3332722,-0.07829252,1
-2.3142,-0.68494,1.9833,-0.4482899999999999,5.5156565,1.9221287,0.5464046,-0.20515692,1
-2.4835,-7.4494,6.8964,-0.64484,5.6975718,3.3710058,-1.9754609,-0.18244582,1
-2.7611,-10.5099,9.0239,-1.9547,5.718183,3.3023148,-1.9754609,-0.13436568,1
-0.36025,-4.449,2.1067,0.94308,1.7330991,2.5627165,-0.2030085,1.0354525,1
1.0117,0.9022,-2.3506,0.4271399999999999,-0.6288471,1.3691261,4.3226933,0.30217683,1
0.96708,3.8426,-4.9314,-4.1323,-0.9949242,0.96317476,6.594092,-0.19689135,1
-5.2049,7.258999999999999,0.070827,-7.3004,7.6773896,-2.2640126,1.2215681,-0.06623917,1
-3.3203,-0.02691,2.9618,-0.44958,6.035875,0.7526866,-0.48291883,-0.17287794,1
-2.565,-5.7899,6.0122,0.046968,5.703611,3.082443,-1.3015857,-0.034246113,1
-1.5951,-6.572,4.7689,-0.94354,5.130244,3.235605,-1.318157,-0.25183022,1
0.7049,0.17174,-1.7859,0.36119,0.29815552,1.4152745,3.8398116,0.5884577,1
1.7331,3.9544,-4.7412,-2.5017,-1.5373996,0.98859006,6.791898,-0.16103645,1
0.6818,4.8504,-5.2133,-6.1043,-0.51510173,0.5010445,5.912192,-0.2372558,1
-6.3364,9.2848,0.014275,-6.7844,7.425103,-3.713989,0.8543923,-0.059970904,1
-3.8053,2.4273,0.6809,-1.0871,5.849335,0.7530694,1.3710612,-0.2694997,1
-2.1979,-2.1252,1.7151,0.45171,5.0190115,2.36384,0.8049033,0.2143859,1
-0.87874,-2.2121,-0.051701,0.099985,4.1194406,2.1344185,2.1775384,0.18184678,1
0.7406699999999999,1.7299,-3.1963,-0.1457,0.3940679,1.4596405,5.061289,-0.25429702,1
0.98296,3.4226,-3.9692,-1.7116,-0.49541515,1.355216,5.2852054,-0.3181793,1
-0.3489,3.1929,-3.4054,-3.1832,1.9692546,1.5367507,4.3049126,-0.20760135,1
-3.8552,3.5219,-0.38415,-3.8608,5.2301965,1.0317552,2.505253,-0.07829252,1
-6.9599,8.9931,0.2182,-4.572,7.51779,-3.5230153,0.5979161,-0.087154865,1
-4.7462,3.1205,1.075,-1.2966,6.3513837,0.115952104,0.80025226,-0.27138928,1
-3.2051,-0.14279,0.97565,0.045675,5.8050747,1.141575,0.8991612,-0.0068509374,1
-1.7549,-0.080711,-0.75774,-0.3707,4.51983,1.593977,2.6328447,-0.2312082,1
-0.59587,2.4811,-2.8673,-0.89828,2.6363664,1.2196623,3.8527334,-0.30728775,1
-0.8954200000000001,2.0279,-2.3652,-1.2746,3.3558779,1.2066617,3.5711005,-0.2793892,1
-2.0754,1.2767,-0.6420600000000001,-1.2642,4.8179674,1.1886702,2.5732033,-0.22239771,1
-3.2778,1.8023,0.1805,-2.3931,5.420005,1.0094767,2.3390765,-0.07964499,1
-2.2183,-1.254,2.9986,0.36378,5.108223,1.7886505,-0.3403955,0.13757585,1
-3.5895,-6.572,10.5251,-0.1638099999999999,5.9524236,3.2316642,-1.9381806,-0.16626754,1
-5.0477,-5.8023,11.244000000000002,-0.3901,6.428857,2.611904,-2.002153,-0.18244582,1
-3.5741,3.944,-0.07912,-2.1203,5.4086556,0.984905,2.373645,-0.07829252,1
-0.7351,1.7361,-1.4938,-1.1582,3.689395,1.1937757,3.2637923,-0.29271168,1
-2.2617,-4.7428,6.3489,0.11162,4.7916913,1.9389806,-2.2323112,0.04019399,1
-4.244,-13.0634,17.1116,-2.8017,6.289734,2.8733943,-1.9491223,-0.13436568,1
-4.0218,-8.304,12.555,-1.5099,6.113534,3.089749,-1.9411975,-0.18244582,1
-3.0201,-0.6725300000000001,2.7056,0.85774,5.712322,1.2535471,-0.047815844,0.22925091,1
-2.4941,3.5447,-1.3721,-2.8483,5.026904,1.1856201,2.5708754,-0.07829252,1
-0.83121,0.039307,0.0536899999999999,-0.23105,4.106416,1.1608194,2.7228196,-0.30768728,1
-2.5665,-6.8824,7.5416,0.7077399999999999,5.33238,3.39321,-1.9917132,0.1767934,1
-4.4018,-12.9371,15.6559,-1.6806,6.4607553,2.7504528,-1.9491223,-0.18244582,1
-3.7573,-8.2916,10.3032,0.38059,5.6351924,3.2529168,-1.9456409,0.1371706,1
-2.4725,-0.40145,1.4855,1.1189,5.2150397,1.4658161,1.0622538,0.32400787,1
-1.9725,2.8825,-2.3086,-2.3724,4.0999026,1.2662055,3.1997578,-0.07281172,1
-2.0149,3.6874,-1.9385,-3.8918,4.2906356,1.2385755,3.0535204,-0.078872144,1
-0.82053,0.65181,-0.4886899999999999,-0.5271600000000001,4.0477934,1.2326633,2.9742634,-0.30768728,1
-1.7886,-6.3486,5.6154,0.4258399999999999,4.9991074,3.1995518,-1.386988,0.16848597,1
-2.9138,-9.4711,9.7668,-0.60216,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-1.8343,-6.5907,5.6429,0.54998,5.0459642,3.1814654,-1.4157584,0.16848597,1
-0.8734,-0.033118,-0.20165,0.55774,3.9410782,1.5692044,2.8947103,0.2834863,1
-0.7034600000000001,2.957,-3.5947,-3.1457,3.3181849,1.242374,3.5982087,-0.15810128,1
-6.7387,6.9879,0.67833,-7.5887,7.6206546,-2.1840012,0.35334826,-0.094158545,1
-2.7723,3.2777,-0.9351,-3.1457,5.070945,1.1694916,2.5429628,-0.07829252,1
-1.6641,-1.3678,1.997,0.52283,4.744905,2.162152,0.51028395,0.20131537,1
-2.4349,-9.2497,8.9922,-0.5000100000000001,5.6975718,3.3710058,-1.9754609,-0.18244582,1
-3.793,-12.7095,12.7957,-2.825,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-1.9551,-6.9756,5.5383,-0.12889,5.32654,3.1602128,-1.4082981,-0.09829682,1
-0.6907800000000001,-0.5007699999999999,-0.35417,0.47498,3.917337,1.6640528,2.8236034,0.2834863,1
0.025013,3.3998,-4.4327,-4.2655,1.4427315,1.5773385,4.7745986,-0.20130976,1
-4.3967,4.9601,-0.6489199999999999,-5.4719,5.901099,0.18432891,2.34463,-0.07829252,1
-2.456,-0.24418,1.4041,-0.45863,5.745745,1.4484954,0.8987057,-0.23983532,1
-2.62,-6.8555,6.2169,-0.62285,5.8616347,3.2122393,-1.4943515,-0.18244582,1
-2.9662,-10.3257,8.783999999999999,-2.1138,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-0.7149399999999999,-4.4448,2.2241,0.49826,4.3652387,2.4796357,0.117228396,0.2855268,1
0.6005,0.99945,-2.2126,0.097399,-0.16446024,1.4352918,4.1298547,-0.08268604,1
0.61652,3.8944,-4.7275,-4.3948,-0.34452942,1.1965086,6.124634,-0.2372558,1
-5.4414,7.2363,0.1093799999999999,-7.5642,7.701693,-2.2653484,1.1999534,-0.06759164,1
-3.5798,0.45937,2.3457,-0.4573399999999999,5.9983454,0.3236823,-0.30277863,-0.20443188,1
-2.7769,-5.6967,5.9179,0.37671,5.531747,3.0761812,-1.3004049,0.1426985,1
-1.8356,-6.7562,5.0585,-0.5504399999999999,5.34792,3.1579578,-1.4114637,-0.21146575,1
0.3008099999999999,0.17381,-1.7542,0.48921,1.7922269,1.4734807,3.8204439,0.57293427,1
1.3403,4.1323,-4.7018,-2.5987,-1.1949366,0.6108052,6.4360423,-0.19689135,1
0.26877,4.987,-5.1508,-6.3913,0.92023647,0.7204056,4.880974,-0.20130976,1
-6.5235,9.6014,-0.25392,-6.9642,7.238131,-4.0150886,0.91607136,-0.059970904,1
-4.0679,2.4955,0.79571,-1.1039,6.004162,0.4552487,0.80817705,-0.27138928,1
-2.564,-1.7051,1.5026,0.32757,5.2017374,2.1986651,1.2382276,0.18808496,1
-1.3414,-1.9162,-0.15538,-0.11984,4.44611,2.1570995,2.1399388,-0.0552885,1
0.23874,2.0879,-3.3522,-0.6655300000000001,1.9022266,1.5651019,4.3022118,-0.32259768,1
0.6212,3.6771,-4.0771,-2.0711,0.24641353,1.4692931,5.241775,-0.23725583,1
-0.7784800000000001,3.4019,-3.4859,-3.5569,3.3181849,1.242374,3.5982087,-0.15810128,1
-4.1244,3.7909,-0.6532,-4.1802,5.484171,0.7620734,2.520961,-0.07829252,1
-7.0421,9.2,0.25933,-4.6832,7.575166,-3.5237737,0.41815078,-0.087154865,1
-4.9462,3.5716,0.82742,-1.4957,6.377658,0.08743644,0.8024935,-0.27138928,1
-3.5359,0.30417,0.6569,-0.2957,5.8725634,0.82262367,1.3710612,-0.2694997,1
-2.0662,0.16967,-1.0054,-0.82975,4.8411956,1.2582244,2.5732033,-0.22239771,1
-0.88728,2.8080000000000003,-3.1432,-1.2035,3.3393545,1.2066617,3.5876238,-0.2793892,1
-1.0941,2.3072,-2.5237,-1.4453,3.3738008,1.1977003,3.5621388,-0.2793892,1
-2.4458,1.6285,-0.88541,-1.4802,5.050334,1.164975,2.5429628,-0.19958043,1
-3.551,1.8955,0.1865,-2.4409,5.8133435,0.95169306,2.0197513,-0.09587525,1
-2.2811,-0.85669,2.7185,0.044382,5.332785,1.9480222,0.03732244,-0.00845864,1
-3.6053,-5.974,10.0916,-0.8284600000000001,5.905057,3.1161969,-1.9826461,-0.18244582,1
-5.0676,-5.1877,10.4266,-0.86725,6.428857,2.611904,-2.002153,-0.18244582,1
-3.9204,4.0723,-0.23678,-2.1151,5.265286,1.0103303,2.491589,-0.07829252,1
-1.1306,1.8458,-1.3575,-1.3806,4.0168166,1.1541479,2.9909737,-0.30768728,1
-2.4561,-4.5566,6.4534,-0.0564789999999999,4.98146,1.4890188,-2.3775575,-0.06031131,1
-4.4775,-13.0303,17.0834,-3.0345,6.4607553,2.7023726,-1.9491223,-0.13436568,1
-4.1958,-8.1819,12.1291,-1.6017,6.268645,2.9425633,-1.9491223,-0.18244582,1
-3.38,-0.7077,2.5325,0.71808,5.5954876,1.8108133,0.11945809,0.19418368,1
-2.4365,3.6026,-1.4166,-2.8948,5.026904,1.1856201,2.5708754,-0.07829252,1
-0.77688,0.13036,-0.031137,-0.35389,4.085247,1.1714042,2.7334042,-0.30768728,1
-2.7083,-6.8266,7.5339,0.59007,5.3923864,3.3725991,-1.9914862,0.1371706,1
-4.5531,-12.5854,15.4417,-1.4983,6.4607553,2.7504528,-1.9491223,-0.18244582,1
-3.8894,-7.8322,9.8208,0.47498,5.6351924,3.2529168,-1.9456409,0.1371706,1
-2.5084,-0.22763,1.4880000000000002,1.2069,5.2150397,1.4658161,1.0622538,0.32400787,1
-2.1652,3.0211,-2.4132,-2.4241,4.1492796,1.2573502,3.1700404,-0.07281172,1
-1.8974,3.5074,-1.7842,-3.8491,4.2214756,1.2706182,3.0838726,-0.078872144,1
-0.62043,0.5587,-0.38587,-0.66423,3.0606024,1.2189285,2.9882164,-0.3884223,1
-1.8387,-6.301,5.6506,0.19567,5.1934366,3.1410382,-1.4000387,0.04572188,1
-3.0,-9.1566,9.5766,-0.73018,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-1.9116,-6.1603,5.606,0.48533,5.036635,3.1553872,-1.3803511,0.16848597,1
-1.005,0.0848309999999999,-0.2462,0.45688,3.9287744,1.242042,2.9858065,0.25193238,1
-0.87834,3.257,-3.6778,-3.2944,3.3393545,1.2317892,3.5876238,-0.15810128,1
-6.651,6.7934,0.68604,-7.5887,7.6206546,-2.1840012,0.35334826,-0.094158545,1
-2.5463,3.1101,-0.8322799999999999,-3.0358,5.050334,1.1901026,2.5429628,-0.07829252,1
-1.4377,-1.432,2.1144,0.42067,4.5591264,2.248805,0.4968385,0.23252365,1
-2.4554,-9.0407,8.862,-0.8698299999999999,5.6975718,3.3710058,-1.9754609,-0.18244582,1
-3.9411,-12.8792,13.0597,-3.3125,6.0104237,3.1377158,-1.9341341,-0.13436568,1
-2.1241,-6.8969,5.5992,-0.47156,5.576241,3.110628,-1.3636945,-0.21146575,1
-0.74324,-0.32902,-0.42785,0.23317,4.000933,1.6671563,2.821594,0.19879548,1
-0.071503,3.7412,-4.5415,-4.2526,1.0807153,1.5488572,5.1713877,-0.20760135,1
-4.2333,4.9166,-0.49212,-5.3207,5.79323,0.29219788,2.34463,-0.07829252,1
-2.3675,-0.43663,1.692,-0.43018,5.745745,1.4484954,0.8987057,-0.23983532,1
-2.5526,-7.3625,6.9255,-0.66811,5.6975718,3.3710058,-1.9754609,-0.18244582,1
-3.0986,-10.4602,8.9717,-2.3427,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-0.8980899999999999,-4.4862,2.2009,0.50731,4.4044337,2.5234098,0.03425906,0.2855268,1
0.5623199999999999,1.0015,-2.2726,-0.006049,0.93907166,1.5986315,4.962032,0.010075711,1
0.5393600000000001,3.8944,-4.8166,-4.3418,0.06966166,1.3086395,6.079393,-0.23348652,1
-5.3012,7.3915,0.029699,-7.3987,7.522825,-2.6608899,1.1616942,-0.060277317,1
-3.3553,0.35591,2.6473,-0.37846,5.9983454,0.3236823,-0.30277863,-0.20443188,1
-2.7908,-5.7133,5.952999999999999,0.45946,5.531747,3.0761812,-1.3004049,0.1426985,1
-1.9983,-6.6072,4.8254,-0.41984,5.5967164,3.1269143,-1.2796013,-0.21146575,1
0.15423,0.11794,-1.6823,0.59524,2.1102958,1.5512567,3.8314936,0.25373244,1
1.208,4.0744,-4.7635,-2.6129,-1.0931811,0.9484833,6.562769,-0.19689135,1
0.2952,4.8856,-5.149,-6.2323,0.68336093,0.623785,5.243342,-0.21529327,1
-6.4247,9.5311,0.022844,-6.8517,7.2689705,-3.9842489,0.8543923,-0.059970904,1
-3.9933,2.6218,0.62863,-1.1595,6.0090613,0.59370863,1.3706952,-0.2694997,1
-2.659,-1.6058,1.3647,0.16464,5.332427,2.1741545,1.2239037,0.096230984,1
-1.4094,-2.1252,-0.10397,-0.19225,4.3911524,2.1437101,2.1214664,-0.24479532,1
0.11032,1.9741,-3.3668,-0.65259,1.9022266,1.5651019,4.3022118,-0.32259768,1
0.52374,3.644,-4.0746,-1.9909,0.65541923,1.581424,5.191349,-0.23348652,1
-0.76794,3.4598,-3.4405,-3.4276,3.3181849,1.242374,3.5982087,-0.15810128,1
-3.9698,3.6812,-0.6000800000000001,-4.0133,5.3554544,0.9019946,2.5097558,-0.07829252,1
-7.0364,9.2931,0.16594,-4.5396,7.432069,-3.7070234,0.84107864,-0.06058796,1
-4.9447,3.3005,1.063,-1.444,6.3754168,0.091918916,0.80025226,-0.27138928,1
-3.5933,0.22968,0.7126,-0.3332,5.822582,0.74732774,1.0006589,-0.2694997,1
-2.1674,0.12415,-1.0465,-0.86208,4.8411956,1.2582244,2.5732033,-0.22239771,1
-0.9607,2.6963,-3.1226,-1.3121,3.3393545,1.2066617,3.5876238,-0.2793892,1
-1.0802,2.1996,-2.5862,-1.2759,3.3558779,1.2066617,3.5711005,-0.2793892,1
-2.3277,1.4381,-0.82114,-1.2862,4.8179674,1.1886702,2.5732033,-0.22239771,1
-3.7244,1.9037,-0.035421,-2.5095,5.395702,1.0108125,2.3606913,-0.07829252,1
-2.5724,-0.95602,2.7073,-0.16639,5.7037206,1.9298537,0.078140326,-0.16073963,1
-3.9297,-6.0816,10.0958,-1.0147,5.905057,3.1161969,-1.9826461,-0.18244582,1
-5.2943,-5.1463,10.3332,-1.1181,6.5134935,2.527267,-2.002153,-0.18244582,1
-3.8953,4.0392,-0.3019,-2.1836,5.240909,1.0103303,2.5159657,-0.07829252,1
-1.2244,1.7485,-1.4801,-1.4181,3.728487,1.1742295,3.2442462,-0.29271168,1
-2.6406,-4.4159,5.983,-0.13924,5.536421,1.9303606,-0.8690346,-0.16073963,1
-4.6338,-12.7509,16.7166,-3.2168,6.4607553,2.7023726,-1.9491223,-0.13436568,1
-4.2887,-7.8633,11.8387,-1.8978,6.289734,2.9214745,-1.9491223,-0.18244582,1
-3.3458,-0.5049100000000001,2.6328,0.53705,5.832654,1.1099412,-0.11178408,0.12953375,1
-1.1188,3.3357,-1.3455,-1.9573,4.0168166,1.1792754,2.9909737,-0.18639936,1
0.5593899999999999,-0.3104,0.18307,0.44653,0.5038992,1.480775,2.5174553,1.1283859,1
-1.5078,-7.3191,7.8981,1.2289,4.4813795,3.5102913,-2.1701562,0.27191964,1
-3.506,-12.5667,15.1606,-0.75216,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-2.9498,-8.273,10.2646,1.1629,5.5170116,3.2587223,-1.9329828,0.23688772,1
-1.6029,-0.38903,1.62,1.9103,4.486032,1.4023309,1.0730432,0.38576877,1
-1.2667,2.8183,-2.426,-1.8862,3.3997107,1.2093593,3.5245702,-0.2793892,1
-0.49281,3.0605,-1.8356,-2.834,2.8014655,1.23421,3.7042744,-0.19206028,1
0.66365,-0.045533,-0.18794,0.2344699999999999,-0.15693194,1.421406,2.692965,1.1034847,1
-0.72068,-6.7583,5.8408,0.62369,4.303137,3.2324436,-1.4788657,0.2855268,1
-1.9966,-9.5001,9.682,-0.12889,5.4061723,3.3832223,-2.016203,-0.10382472,1
-0.97325,-6.4168,5.6026,1.0323,4.3321023,3.2642643,-1.3658694,0.38524395,1
-0.025314,-0.1738299999999999,-0.11339,1.2198,1.9906135,1.6943891,2.8132854,0.51035184,1
0.062525,2.9301,-3.5467,-2.6737,1.9022266,1.5902294,4.3022118,-0.20130976,1
-5.525,6.3258,0.8976799999999999,-6.6241,7.575505,-2.207429,-0.0718648,-0.09604812,1
-1.2943,2.6735,-0.84085,-2.0323,4.068398,1.1909342,2.9277332,-0.18639936,1
-0.2403699999999999,-1.7837,2.135,1.2418,1.3851199,2.522671,-0.26414543,1.0354525,1
-1.3968,-9.6698,9.4652,-0.34872,4.486672,3.445483,-2.2561898,-0.25101313,1
-2.9672,-13.2869,13.4727,-2.6271,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-1.1005,-7.2508,6.0139,0.36895,4.550447,3.2709372,-1.3986566,0.18803118,1
0.22432,-0.52147,-0.40386,1.2017,2.0755758,1.8217183,2.9707716,0.49042845,1
0.90407,3.3708,-4.4987,-3.6965,-0.8721504,1.0869412,6.347552,-0.19689135,1
-2.8619,4.5193,-0.58123,-4.2629,5.4286256,0.67315495,2.3282769,-0.07829252,1
-1.0833,-0.3124699999999999,1.2815,0.41291,4.1910634,1.3169942,1.0799409,0.3223548,1
-1.5681,-7.2446,6.5537,-0.1276,4.9457808,3.4069135,-1.9364058,-0.09458031,1
-2.0545,-10.8679,9.4926,-1.4116,5.4027877,3.3822708,-2.007638,-0.20526311,1
0.2346,-4.5152,2.1195,1.4448,1.2666812,2.591432,-0.33821172,0.915713,1
1.581,0.8690899999999999,-2.3138,0.8241200000000001,-0.7534436,1.3386477,4.0363417,0.460204,1
1.5514,3.8013,-4.9143,-3.7483,-1.1904887,0.92733556,6.5420966,-0.19689135,1
-4.1479,7.1225,-0.0834039999999999,-6.4172,6.588257,-2.650064,1.2215681,-0.06623917,1
-2.2625,-0.099335,2.8127,0.48662,5.3202195,1.0934854,-0.23091745,0.15532124,1
-1.7479,-5.823,5.8699,1.212,4.7876334,3.1971781,-1.3376552,0.3041765,1
-0.95923,-6.7128,4.9857,0.32886,4.4397492,3.2411277,-1.4377631,0.18803118,1
1.3451,0.23589,-1.8785,1.3258,-1.193992,1.255775,3.4547992,0.8491472,1
2.2279,4.0951,-4.8037,-2.1112,-2.942243,0.54024094,6.646724,-0.13853386,1
1.2572,4.8731,-5.2861,-5.8741,-1.1268173,0.38995546,6.3988113,-0.19689135,1
-5.3857,9.1214,-0.4192899999999999,-5.9181,7.227712,-3.872325,0.94044816,-0.059970904,1
-2.9786,2.3445,0.52667,-0.40173,5.846605,0.75033927,1.3765215,-0.2694997,1
-1.5851,-2.1562,1.7082,0.9017,4.4506664,2.5004992,0.93133247,0.39893353,1
-0.21888,-2.2038,-0.0954,0.56421,2.1550984,2.3630319,2.55716,0.36626446,1
1.3183,1.9017,-3.3111,0.065071,-0.85647845,1.3127275,4.9160676,-0.029053785,1
1.4896,3.4288,-4.0309,-1.4259,-0.581591,1.2485852,5.5566416,-0.3181793,1
0.11592,3.2219,-3.4302,-2.8457,1.9022266,1.5902294,4.3022118,-0.20130976,1
-3.3924,3.3564,-0.72004,-3.5233,5.2279553,1.0362377,2.503012,-0.07829252,1
-6.1632,8.7096,-0.2162099999999999,-3.6345,7.3942637,-3.7448282,0.91607136,-0.059970904,1
-4.0786,2.9239,0.87026,-0.65389,6.004162,0.4552487,0.80817705,-0.27138928,1
-2.5899,-0.3911,0.93452,0.42972,5.370141,1.4600108,1.0311357,0.20583034,1
-1.0116,-0.19038,-0.90597,0.003003,4.1697097,1.6565716,2.7808645,0.08133281,1
0.066129,2.4914,-2.9401,-0.62156,1.9187504,1.5651019,4.2856884,-0.32259768,1
-0.24745,1.9368,-2.4697,-0.80518,1.8856186,1.5332559,4.3157597,-0.32888925,1
-1.5732,1.0636,-0.71232,-0.8388,4.4437523,1.2285151,2.8260148,-0.26276216,1
-2.1668,1.5933,0.045122,-1.6780000000000002,4.985714,1.1632448,2.4308827,-0.22239771,1
-1.1667,-1.4237,2.9241,0.6611899999999999,4.2648296,1.907386,-0.40756637,0.3046263,1
-2.8391,-6.63,10.4849,-0.42113,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-4.5046,-5.8126,10.8867,-0.52846,6.404824,2.635937,-2.002153,-0.18244582,1
-2.41,3.7433,-0.40215,-1.2953,5.0600142,1.1456152,2.5526426,-0.19958043,1
0.40614,1.3492,-1.4501,-0.5594899999999999,-0.013156861,1.3521171,3.4621458,-0.5427716,1
-1.3887,-4.8773,6.4774,0.34179,4.39384,3.168286,-1.835769,0.10591519,1
-3.7503,-13.4586,17.5932,-2.7771,5.9609885,3.1826324,-1.9296156,-0.13436568,1
-3.5637,-8.3827,12.393,-1.2823,5.9609885,3.2307127,-1.9296156,-0.18244582,1
-2.5419,-0.65804,2.6842,1.1952,5.448906,1.39384,-0.09366111,0.22925091,1
